Raman_shift_cm-1	Intensity_a.u.
1448.0	0.01344835658212586
1449.0	0.02505794102686093
1450.0	0.022318469628109787
1451.0	0.02756491262627418
1452.0	0.029661713409879994
1453.0	0.023166765157378318
1454.0	0.03363340847717838
1455.0	0.026155916123906487
1456.0	0.020856032585784733
1457.0	0.03139029032111864
1458.0	0.024520597588317327
1459.0	0.030326218519348695
1460.0	0.03815639812939518
1461.0	0.029877644334092544
1462.0	0.03379990412626517
1463.0	0.030792785306689177
1464.0	0.027930161621778284
1465.0	0.023224498545498136
1466.0	0.026974099425583566
1467.0	0.03127277847036312
1468.0	0.03555913719832641
1469.0	0.03397248448141901
1470.0	0.0225890108637073
1471.0	0.027323840220601907
1472.0	0.029769855975768936
1473.0	0.03502896875999963
1474.0	0.029411753191405578
1475.0	0.0333567034898655
1476.0	0.026657842468013924
1477.0	0.03067725342303787
1478.0	0.033679349371800296
1479.0	0.03424243700815861
1480.0	0.03709087442426643
1481.0	0.029994143115085754
1482.0	0.04003494816219013
1483.0	0.03620827061887811
1484.0	0.041911269770820526
1485.0	0.03739057412341709
1486.0	0.0368148570419396
1487.0	0.04431812693712444
1488.0	0.04538527542036734
1489.0	0.04473907343368062
1490.0	0.045766211778297886
1491.0	0.0419525143110849
1492.0	0.03828461950133711
1493.0	0.0482483275877418
1494.0	0.039158175939187655
1495.0	0.04235951859368515
1496.0	0.039810584107177034
1497.0	0.04434299011334722
1498.0	0.04498317205896517
1499.0	0.04506917936944535
1500.0	0.04076591753873087
1501.0	0.04800931580537538
1502.0	0.0483536269710107
1503.0	0.025844775975268863
1504.0	0.03737978992139606
1505.0	0.045875769259395224
1506.0	0.04526609344508387
1507.0	0.047478519727564325
1508.0	0.04677070903698495
1509.0	0.037399857958994746
1510.0	0.046925178535887485
1511.0	0.03963817457435415
1512.0	0.04189355737840047
1513.0	0.0430106185597041
1514.0	0.043262192619736774
1515.0	0.03748354865081648
1516.0	0.03962752710542948
1517.0	0.042793420927999766
1518.0	0.035508864418180096
1519.0	0.04597677264942405
1520.0	0.04084937846830617
1521.0	0.04332046658527008
1522.0	0.038515820605395906
1523.0	0.04073054510257525
1524.0	0.04448135950153208
1525.0	0.03630535208549666
1526.0	0.03784039607732241
1527.0	0.04119659957124122
1528.0	0.0446611894568244
1529.0	0.04841766536161063
1530.0	0.0392312199662689
1531.0	0.03451195152908235
1532.0	0.0465427375230523
1533.0	0.0380548203180403
1534.0	0.05188655735759084
1535.0	0.028410593650806178
1536.0	0.045204137434478694
1537.0	0.03708852933528634
1538.0	0.04120220098706645
1539.0	0.03121606411487618
1540.0	0.04541773901149637
1541.0	0.042299211406997876
1542.0	0.041547982683738806
1543.0	0.03212345238125006
1544.0	0.038815598234502216
1545.0	0.03123626073072719
1546.0	0.03695676338825014
1547.0	0.032151918919627834
1548.0	0.029611772663438403
1549.0	0.03878219261436771
1550.0	0.031050489511612607
1551.0	0.0376152759575406
1552.0	0.045118265984601384
1553.0	0.03478644660452372
1554.0	0.032301994772757144
1555.0	0.032976507212741604
1556.0	0.02259420583636024
1557.0	0.03552101484118556
1558.0	0.023449419858254165
1559.0	0.03585394349391987
1560.0	0.03437952144957345
1561.0	0.027931498593871357
1562.0	0.028798997472338127
1563.0	0.028190766960242482
1564.0	0.019154978249930732
1565.0	0.02590889985242252
1566.0	0.03614651983698377
1567.0	0.02213936597694597
1568.0	0.0342071066541386
1569.0	0.023778755386262722
1570.0	0.023176338283040603
1571.0	0.03062021723098389
1572.0	0.02546848833540392
1573.0	0.019552116282063856
1574.0	0.01987875695669395
1575.0	0.030497080113887968
1576.0	0.022622982324421788
1577.0	0.037250158823491225
1578.0	0.01281143251914101
1579.0	0.011708173302821624
1580.0	0.017926736258881585
1581.0	0.019210132410908836
1582.0	0.020764726800994768
1583.0	0.01823238371384788
1584.0	0.02455306390794406
1585.0	0.018317996458276763
1586.0	0.016123425017910857
1587.0	0.010376958253388984
1588.0	0.015576140878697036
1589.0	0.013859356538287978
1590.0	0.02209782206500571
1591.0	0.027068546311646176
1592.0	0.019972933986568086
1593.0	0.006432083399824125
1594.0	0.017608879738608443
1595.0	0.01633173033073196
1596.0	0.018691111656937973
1597.0	0.01742176000993463
1598.0	0.020872585621793543
1599.0	0.011041242472001916
1600.0	0.023455670068140234
